"subject" "activity" "variable" "mean"
"5335" 15 "standing" "fBodyGyroMeanZ" 55
"5336" 15 "standing" "fBodyGyroStdX" 56
"5337" 15 "standing" "fBodyGyroStdY" 57
"5338" 15 "standing" "fBodyGyroStdZ" 58
"5339" 15 "standing" "fBodyAccMagMean" 59
"5340" 15 "standing" "fBodyAccMagStd" 60
"5341" 15 "laying" "tBodyAccMeanX" 1
"5342" 15 "laying" "tBodyAccMeanY" 2
"5343" 15 "laying" "tBodyAccMeanZ" 3
"5344" 15 "laying" "tBodyAccStdX" 4
"5345" 15 "laying" "tBodyAccStdY" 5
"5346" 15 "laying" "tBodyAccStdZ" 6
"5347" 15 "laying" "tGravityAccMeanX" 7
"5348" 15 "laying" "tGravityAccMeanY" 8
"5349" 15 "laying" "tGravityAccMeanZ" 9
"5350" 15 "laying" "tGravityAccStdX" 10
"5351" 15 "laying" "tGravityAccStdY" 11
"5352" 15 "laying" "tGravityAccStdZ" 12
"5353" 15 "laying" "tBodyAccJerkMeanX" 13
"5354" 15 "laying" "tBodyAccJerkMeanY" 14
"5355" 15 "laying" "tBodyAccJerkMeanZ" 15
"5356" 15 "laying" "tBodyAccJerkStdX" 16
"5357" 15 "laying" "tBodyAccJerkStdY" 17
"5358" 15 "laying" "tBodyAccJerkStdZ" 18
"5359" 15 "laying" "tBodyGyroMeanX" 19
"5360" 15 "laying" "tBodyGyroMeanY" 20
"5361" 15 "laying" "tBodyGyroMeanZ" 21
"5362" 15 "laying" "tBodyGyroStdX" 22
"5363" 15 "laying" "tBodyGyroStdY" 23
"5364" 15 "laying" "tBodyGyroStdZ" 24
"5365" 15 "laying" "tBodyGyroJerkMeanX" 25
"5366" 15 "laying" "tBodyGyroJerkMeanY" 26
"5367" 15 "laying" "tBodyGyroJerkMeanZ" 27
"5368" 15 "laying" "tBodyGyroJerkStdX" 28
"5369" 15 "laying" "tBodyGyroJerkStdY" 29
"5370" 15 "laying" "tBodyGyroJerkStdZ" 30
"5371" 15 "laying" "tBodyAccMagMean" 31
"5372" 15 "laying" "tBodyAccMagStd" 32
"5373" 15 "laying" "tGravityAccMagMean" 33
"5374" 15 "laying" "tGravityAccMagStd" 34
"5375" 15 "laying" "tBodyAccJerkMagMean" 35
"5376" 15 "laying" "tBodyAccJerkMagStd" 36
"5377" 15 "laying" "tBodyGyroMagMean" 37
"5378" 15 "laying" "tBodyGyroMagStd" 38
"5379" 15 "laying" "tBodyGyroJerkMagMean" 39
"5380" 15 "laying" "tBodyGyroJerkMagStd" 40
"5381" 15 "laying" "fBodyAccMeanX" 41
"5382" 15 "laying" "fBodyAccMeanY" 42
"5383" 15 "laying" "fBodyAccMeanZ" 43
"5384" 15 "laying" "fBodyAccStdX" 44
"5385" 15 "laying" "fBodyAccStdY" 45
"5386" 15 "laying" "fBodyAccStdZ" 46
"5387" 15 "laying" "fBodyAccJerkMeanX" 47
"5388" 15 "laying" "fBodyAccJerkMeanY" 48
"5389" 15 "laying" "fBodyAccJerkMeanZ" 49
"5390" 15 "laying" "fBodyAccJerkStdX" 50
"5391" 15 "laying" "fBodyAccJerkStdY" 51
"5392" 15 "laying" "fBodyAccJerkStdZ" 52
"5393" 15 "laying" "fBodyGyroMeanX" 53
"5394" 15 "laying" "fBodyGyroMeanY" 54
"5395" 15 "laying" "fBodyGyroMeanZ" 55
"5396" 15 "laying" "fBodyGyroStdX" 56
"5397" 15 "laying" "fBodyGyroStdY" 57
"5398" 15 "laying" "fBodyGyroStdZ" 58
"5399" 15 "laying" "fBodyAccMagMean" 59
"5400" 15 "laying" "fBodyAccMagStd" 60
"5401" 16 "walking" "tBodyAccMeanX" 1
"5402" 16 "walking" "tBodyAccMeanY" 2
"5403" 16 "walking" "tBodyAccMeanZ" 3
"5404" 16 "walking" "tBodyAccStdX" 4
"5405" 16 "walking" "tBodyAccStdY" 5
"5406" 16 "walking" "tBodyAccStdZ" 6
"5407" 16 "walking" "tGravityAccMeanX" 7
"5408" 16 "walking" "tGravityAccMeanY" 8
"5409" 16 "walking" "tGravityAccMeanZ" 9
"5410" 16 "walking" "tGravityAccStdX" 10
"5411" 16 "walking" "tGravityAccStdY" 11
"5412" 16 "walking" "tGravityAccStdZ" 12
"5413" 16 "walking" "tBodyAccJerkMeanX" 13
"5414" 16 "walking" "tBodyAccJerkMeanY" 14
"5415" 16 "walking" "tBodyAccJerkMeanZ" 15
"5416" 16 "walking" "tBodyAccJerkStdX" 16
"5417" 16 "walking" "tBodyAccJerkStdY" 17
"5418" 16 "walking" "tBodyAccJerkStdZ" 18
"5419" 16 "walking" "tBodyGyroMeanX" 19
"5420" 16 "walking" "tBodyGyroMeanY" 20
"5421" 16 "walking" "tBodyGyroMeanZ" 21
"5422" 16 "walking" "tBodyGyroStdX" 22
"5423" 16 "walking" "tBodyGyroStdY" 23
"5424" 16 "walking" "tBodyGyroStdZ" 24
"5425" 16 "walking" "tBodyGyroJerkMeanX" 25
"5426" 16 "walking" "tBodyGyroJerkMeanY" 26
"5427" 16 "walking" "tBodyGyroJerkMeanZ" 27
"5428" 16 "walking" "tBodyGyroJerkStdX" 28
"5429" 16 "walking" "tBodyGyroJerkStdY" 29
"5430" 16 "walking" "tBodyGyroJerkStdZ" 30
"5431" 16 "walking" "tBodyAccMagMean" 31
"5432" 16 "walking" "tBodyAccMagStd" 32
"5433" 16 "walking" "tGravityAccMagMean" 33
"5434" 16 "walking" "tGravityAccMagStd" 34
"5435" 16 "walking" "tBodyAccJerkMagMean" 35
"5436" 16 "walking" "tBodyAccJerkMagStd" 36
"5437" 16 "walking" "tBodyGyroMagMean" 37
"5438" 16 "walking" "tBodyGyroMagStd" 38
"5439" 16 "walking" "tBodyGyroJerkMagMean" 39
"5440" 16 "walking" "tBodyGyroJerkMagStd" 40
"5441" 16 "walking" "fBodyAccMeanX" 41
"5442" 16 "walking" "fBodyAccMeanY" 42
"5443" 16 "walking" "fBodyAccMeanZ" 43
"5444" 16 "walking" "fBodyAccStdX" 44
"5445" 16 "walking" "fBodyAccStdY" 45
"5446" 16 "walking" "fBodyAccStdZ" 46
"5447" 16 "walking" "fBodyAccJerkMeanX" 47
"5448" 16 "walking" "fBodyAccJerkMeanY" 48
"5449" 16 "walking" "fBodyAccJerkMeanZ" 49
"5450" 16 "walking" "fBodyAccJerkStdX" 50
"5451" 16 "walking" "fBodyAccJerkStdY" 51
"5452" 16 "walking" "fBodyAccJerkStdZ" 52
"5453" 16 "walking" "fBodyGyroMeanX" 53
"5454" 16 "walking" "fBodyGyroMeanY" 54
"5455" 16 "walking" "fBodyGyroMeanZ" 55
"5456" 16 "walking" "fBodyGyroStdX" 56
"5457" 16 "walking" "fBodyGyroStdY" 57
"5458" 16 "walking" "fBodyGyroStdZ" 58
"5459" 16 "walking" "fBodyAccMagMean" 59
"5460" 16 "walking" "fBodyAccMagStd" 60
"5461" 16 "walkingUpstairs" "tBodyAccMeanX" 1
"5462" 16 "walkingUpstairs" "tBodyAccMeanY" 2
"5463" 16 "walkingUpstairs" "tBodyAccMeanZ" 3
"5464" 16 "walkingUpstairs" "tBodyAccStdX" 4
"5465" 16 "walkingUpstairs" "tBodyAccStdY" 5
"5466" 16 "walkingUpstairs" "tBodyAccStdZ" 6
"5467" 16 "walkingUpstairs" "tGravityAccMeanX" 7
"5468" 16 "walkingUpstairs" "tGravityAccMeanY" 8
"5469" 16 "walkingUpstairs" "tGravityAccMeanZ" 9
"5470" 16 "walkingUpstairs" "tGravityAccStdX" 10
"5471" 16 "walkingUpstairs" "tGravityAccStdY" 11
"5472" 16 "walkingUpstairs" "tGravityAccStdZ" 12
"5473" 16 "walkingUpstairs" "tBodyAccJerkMeanX" 13
"5474" 16 "walkingUpstairs" "tBodyAccJerkMeanY" 14
"5475" 16 "walkingUpstairs" "tBodyAccJerkMeanZ" 15
"5476" 16 "walkingUpstairs" "tBodyAccJerkStdX" 16
"5477" 16 "walkingUpstairs" "tBodyAccJerkStdY" 17
"5478" 16 "walkingUpstairs" "tBodyAccJerkStdZ" 18
"5479" 16 "walkingUpstairs" "tBodyGyroMeanX" 19
"5480" 16 "walkingUpstairs" "tBodyGyroMeanY" 20
"5481" 16 "walkingUpstairs" "tBodyGyroMeanZ" 21
"5482" 16 "walkingUpstairs" "tBodyGyroStdX" 22
"5483" 16 "walkingUpstairs" "tBodyGyroStdY" 23
"5484" 16 "walkingUpstairs" "tBodyGyroStdZ" 24
"5485" 16 "walkingUpstairs" "tBodyGyroJerkMeanX" 25
"5486" 16 "walkingUpstairs" "tBodyGyroJerkMeanY" 26
"5487" 16 "walkingUpstairs" "tBodyGyroJerkMeanZ" 27
"5488" 16 "walkingUpstairs" "tBodyGyroJerkStdX" 28
"5489" 16 "walkingUpstairs" "tBodyGyroJerkStdY" 29
"5490" 16 "walkingUpstairs" "tBodyGyroJerkStdZ" 30
"5491" 16 "walkingUpstairs" "tBodyAccMagMean" 31
"5492" 16 "walkingUpstairs" "tBodyAccMagStd" 32
"5493" 16 "walkingUpstairs" "tGravityAccMagMean" 33
"5494" 16 "walkingUpstairs" "tGravityAccMagStd" 34
"5495" 16 "walkingUpstairs" "tBodyAccJerkMagMean" 35
"5496" 16 "walkingUpstairs" "tBodyAccJerkMagStd" 36
"5497" 16 "walkingUpstairs" "tBodyGyroMagMean" 37
"5498" 16 "walkingUpstairs" "tBodyGyroMagStd" 38
"5499" 16 "walkingUpstairs" "tBodyGyroJerkMagMean" 39
"5500" 16 "walkingUpstairs" "tBodyGyroJerkMagStd" 40
"5501" 16 "walkingUpstairs" "fBodyAccMeanX" 41
"5502" 16 "walkingUpstairs" "fBodyAccMeanY" 42
"5503" 16 "walkingUpstairs" "fBodyAccMeanZ" 43
"5504" 16 "walkingUpstairs" "fBodyAccStdX" 44
"5505" 16 "walkingUpstairs" "fBodyAccStdY" 45
"5506" 16 "walkingUpstairs" "fBodyAccStdZ" 46
"5507" 16 "walkingUpstairs" "fBodyAccJerkMeanX" 47
"5508" 16 "walkingUpstairs" "fBodyAccJerkMeanY" 48
"5509" 16 "walkingUpstairs" "fBodyAccJerkMeanZ" 49
"5510" 16 "walkingUpstairs" "fBodyAccJerkStdX" 50
"5511" 16 "walkingUpstairs" "fBodyAccJerkStdY" 51
"5512" 16 "walkingUpstairs" "fBodyAccJerkStdZ" 52
"5513" 16 "walkingUpstairs" "fBodyGyroMeanX" 53
"5514" 16 "walkingUpstairs" "fBodyGyroMeanY" 54
"5515" 16 "walkingUpstairs" "fBodyGyroMeanZ" 55
"5516" 16 "walkingUpstairs" "fBodyGyroStdX" 56
"5517" 16 "walkingUpstairs" "fBodyGyroStdY" 57
"5518" 16 "walkingUpstairs" "fBodyGyroStdZ" 58
"5519" 16 "walkingUpstairs" "fBodyAccMagMean" 59
"5520" 16 "walkingUpstairs" "fBodyAccMagStd" 60
"5521" 16 "walkingDownstairs" "tBodyAccMeanX" 1
"5522" 16 "walkingDownstairs" "tBodyAccMeanY" 2
"5523" 16 "walkingDownstairs" "tBodyAccMeanZ" 3
"5524" 16 "walkingDownstairs" "tBodyAccStdX" 4
"5525" 16 "walkingDownstairs" "tBodyAccStdY" 5
"5526" 16 "walkingDownstairs" "tBodyAccStdZ" 6
"5527" 16 "walkingDownstairs" "tGravityAccMeanX" 7
"5528" 16 "walkingDownstairs" "tGravityAccMeanY" 8
"5529" 16 "walkingDownstairs" "tGravityAccMeanZ" 9
"5530" 16 "walkingDownstairs" "tGravityAccStdX" 10
"5531" 16 "walkingDownstairs" "tGravityAccStdY" 11
"5532" 16 "walkingDownstairs" "tGravityAccStdZ" 12
"5533" 16 "walkingDownstairs" "tBodyAccJerkMeanX" 13
"5534" 16 "walkingDownstairs" "tBodyAccJerkMeanY" 14
"5535" 16 "walkingDownstairs" "tBodyAccJerkMeanZ" 15
"5536" 16 "walkingDownstairs" "tBodyAccJerkStdX" 16
"5537" 16 "walkingDownstairs" "tBodyAccJerkStdY" 17
"5538" 16 "walkingDownstairs" "tBodyAccJerkStdZ" 18
"5539" 16 "walkingDownstairs" "tBodyGyroMeanX" 19
"5540" 16 "walkingDownstairs" "tBodyGyroMeanY" 20
"5541" 16 "walkingDownstairs" "tBodyGyroMeanZ" 21
"5542" 16 "walkingDownstairs" "tBodyGyroStdX" 22
"5543" 16 "walkingDownstairs" "tBodyGyroStdY" 23
"5544" 16 "walkingDownstairs" "tBodyGyroStdZ" 24
"5545" 16 "walkingDownstairs" "tBodyGyroJerkMeanX" 25
"5546" 16 "walkingDownstairs" "tBodyGyroJerkMeanY" 26
"5547" 16 "walkingDownstairs" "tBodyGyroJerkMeanZ" 27
"5548" 16 "walkingDownstairs" "tBodyGyroJerkStdX" 28
"5549" 16 "walkingDownstairs" "tBodyGyroJerkStdY" 29
"5550" 16 "walkingDownstairs" "tBodyGyroJerkStdZ" 30
"5551" 16 "walkingDownstairs" "tBodyAccMagMean" 31
"5552" 16 "walkingDownstairs" "tBodyAccMagStd" 32
"5553" 16 "walkingDownstairs" "tGravityAccMagMean" 33
"5554" 16 "walkingDownstairs" "tGravityAccMagStd" 34
"5555" 16 "walkingDownstairs" "tBodyAccJerkMagMean" 35
"5556" 16 "walkingDownstairs" "tBodyAccJerkMagStd" 36
"5557" 16 "walkingDownstairs" "tBodyGyroMagMean" 37
"5558" 16 "walkingDownstairs" "tBodyGyroMagStd" 38
"5559" 16 "walkingDownstairs" "tBodyGyroJerkMagMean" 39
"5560" 16 "walkingDownstairs" "tBodyGyroJerkMagStd" 40
"5561" 16 "walkingDownstairs" "fBodyAccMeanX" 41
"5562" 16 "walkingDownstairs" "fBodyAccMeanY" 42
"5563" 16 "walkingDownstairs" "fBodyAccMeanZ" 43
"5564" 16 "walkingDownstairs" "fBodyAccStdX" 44
"5565" 16 "walkingDownstairs" "fBodyAccStdY" 45
"5566" 16 "walkingDownstairs" "fBodyAccStdZ" 46
"5567" 16 "walkingDownstairs" "fBodyAccJerkMeanX" 47
"5568" 16 "walkingDownstairs" "fBodyAccJerkMeanY" 48
"5569" 16 "walkingDownstairs" "fBodyAccJerkMeanZ" 49
"5570" 16 "walkingDownstairs" "fBodyAccJerkStdX" 50
"5571" 16 "walkingDownstairs" "fBodyAccJerkStdY" 51
"5572" 16 "walkingDownstairs" "fBodyAccJerkStdZ" 52
"5573" 16 "walkingDownstairs" "fBodyGyroMeanX" 53
"5574" 16 "walkingDownstairs" "fBodyGyroMeanY" 54
"5575" 16 "walkingDownstairs" "fBodyGyroMeanZ" 55
"5576" 16 "walkingDownstairs" "fBodyGyroStdX" 56
"5577" 16 "walkingDownstairs" "fBodyGyroStdY" 57
"5578" 16 "walkingDownstairs" "fBodyGyroStdZ" 58
"5579" 16 "walkingDownstairs" "fBodyAccMagMean" 59
"5580" 16 "walkingDownstairs" "fBodyAccMagStd" 60
"5581" 16 "sitting" "tBodyAccMeanX" 1
"5582" 16 "sitting" "tBodyAccMeanY" 2
"5583" 16 "sitting" "tBodyAccMeanZ" 3
"5584" 16 "sitting" "tBodyAccStdX" 4
"5585" 16 "sitting" "tBodyAccStdY" 5
"5586" 16 "sitting" "tBodyAccStdZ" 6
"5587" 16 "sitting" "tGravityAccMeanX" 7
"5588" 16 "sitting" "tGravityAccMeanY" 8
"5589" 16 "sitting" "tGravityAccMeanZ" 9
"5590" 16 "sitting" "tGravityAccStdX" 10
"5591" 16 "sitting" "tGravityAccStdY" 11
"5592" 16 "sitting" "tGravityAccStdZ" 12
"5593" 16 "sitting" "tBodyAccJerkMeanX" 13
"5594" 16 "sitting" "tBodyAccJerkMeanY" 14
"5595" 16 "sitting" "tBodyAccJerkMeanZ" 15
"5596" 16 "sitting" "tBodyAccJerkStdX" 16
"5597" 16 "sitting" "tBodyAccJerkStdY" 17
"5598" 16 "sitting" "tBodyAccJerkStdZ" 18
"5599" 16 "sitting" "tBodyGyroMeanX" 19
"5600" 16 "sitting" "tBodyGyroMeanY" 20
"5601" 16 "sitting" "tBodyGyroMeanZ" 21
"5602" 16 "sitting" "tBodyGyroStdX" 22
"5603" 16 "sitting" "tBodyGyroStdY" 23
"5604" 16 "sitting" "tBodyGyroStdZ" 24
"5605" 16 "sitting" "tBodyGyroJerkMeanX" 25
"5606" 16 "sitting" "tBodyGyroJerkMeanY" 26
"5607" 16 "sitting" "tBodyGyroJerkMeanZ" 27
"5608" 16 "sitting" "tBodyGyroJerkStdX" 28
"5609" 16 "sitting" "tBodyGyroJerkStdY" 29
"5610" 16 "sitting" "tBodyGyroJerkStdZ" 30
"5611" 16 "sitting" "tBodyAccMagMean" 31
"5612" 16 "sitting" "tBodyAccMagStd" 32
"5613" 16 "sitting" "tGravityAccMagMean" 33
"5614" 16 "sitting" "tGravityAccMagStd" 34
"5615" 16 "sitting" "tBodyAccJerkMagMean" 35
"5616" 16 "sitting" "tBodyAccJerkMagStd" 36
"5617" 16 "sitting" "tBodyGyroMagMean" 37
"5618" 16 "sitting" "tBodyGyroMagStd" 38
"5619" 16 "sitting" "tBodyGyroJerkMagMean" 39
"5620" 16 "sitting" "tBodyGyroJerkMagStd" 40
"5621" 16 "sitting" "fBodyAccMeanX" 41
"5622" 16 "sitting" "fBodyAccMeanY" 42
"5623" 16 "sitting" "fBodyAccMeanZ" 43
"5624" 16 "sitting" "fBodyAccStdX" 44
"5625" 16 "sitting" "fBodyAccStdY" 45
"5626" 16 "sitting" "fBodyAccStdZ" 46
"5627" 16 "sitting" "fBodyAccJerkMeanX" 47
"5628" 16 "sitting" "fBodyAccJerkMeanY" 48
"5629" 16 "sitting" "fBodyAccJerkMeanZ" 49
"5630" 16 "sitting" "fBodyAccJerkStdX" 50
"5631" 16 "sitting" "fBodyAccJerkStdY" 51
"5632" 16 "sitting" "fBodyAccJerkStdZ" 52
"5633" 16 "sitting" "fBodyGyroMeanX" 53
"5634" 16 "sitting" "fBodyGyroMeanY" 54
"5635" 16 "sitting" "fBodyGyroMeanZ" 55
"5636" 16 "sitting" "fBodyGyroStdX" 56
"5637" 16 "sitting" "fBodyGyroStdY" 57
"5638" 16 "sitting" "fBodyGyroStdZ" 58
"5639" 16 "sitting" "fBodyAccMagMean" 59
"5640" 16 "sitting" "fBodyAccMagStd" 60
"5641" 16 "standing" "tBodyAccMeanX" 1
"5642" 16 "standing" "tBodyAccMeanY" 2
"5643" 16 "standing" "tBodyAccMeanZ" 3
"5644" 16 "standing" "tBodyAccStdX" 4
"5645" 16 "standing" "tBodyAccStdY" 5
"5646" 16 "standing" "tBodyAccStdZ" 6
"5647" 16 "standing" "tGravityAccMeanX" 7
"5648" 16 "standing" "tGravityAccMeanY" 8
"5649" 16 "standing" "tGravityAccMeanZ" 9
"5650" 16 "standing" "tGravityAccStdX" 10
"5651" 16 "standing" "tGravityAccStdY" 11
"5652" 16 "standing" "tGravityAccStdZ" 12
"5653" 16 "standing" "tBodyAccJerkMeanX" 13
"5654" 16 "standing" "tBodyAccJerkMeanY" 14
"5655" 16 "standing" "tBodyAccJerkMeanZ" 15
"5656" 16 "standing" "tBodyAccJerkStdX" 16
"5657" 16 "standing" "tBodyAccJerkStdY" 17
"5658" 16 "standing" "tBodyAccJerkStdZ" 18
"5659" 16 "standing" "tBodyGyroMeanX" 19
"5660" 16 "standing" "tBodyGyroMeanY" 20
"5661" 16 "standing" "tBodyGyroMeanZ" 21
"5662" 16 "standing" "tBodyGyroStdX" 22
"5663" 16 "standing" "tBodyGyroStdY" 23
"5664" 16 "standing" "tBodyGyroStdZ" 24
"5665" 16 "standing" "tBodyGyroJerkMeanX" 25
"5666" 16 "standing" "tBodyGyroJerkMeanY" 26
"5667" 16 "standing" "tBodyGyroJerkMeanZ" 27
"5668" 16 "standing" "tBodyGyroJerkStdX" 28
"5669" 16 "standing" "tBodyGyroJerkStdY" 29
"5670" 16 "standing" "tBodyGyroJerkStdZ" 30
"5671" 16 "standing" "tBodyAccMagMean" 31
"5672" 16 "standing" "tBodyAccMagStd" 32
"5673" 16 "standing" "tGravityAccMagMean" 33
"5674" 16 "standing" "tGravityAccMagStd" 34
"5675" 16 "standing" "tBodyAccJerkMagMean" 35
"5676" 16 "standing" "tBodyAccJerkMagStd" 36
"5677" 16 "standing" "tBodyGyroMagMean" 37
"5678" 16 "standing" "tBodyGyroMagStd" 38
"5679" 16 "standing" "tBodyGyroJerkMagMean" 39
"5680" 16 "standing" "tBodyGyroJerkMagStd" 40
"5681" 16 "standing" "fBodyAccMeanX" 41
"5682" 16 "standing" "fBodyAccMeanY" 42
"5683" 16 "standing" "fBodyAccMeanZ" 43
"5684" 16 "standing" "fBodyAccStdX" 44
"5685" 16 "standing" "fBodyAccStdY" 45
"5686" 16 "standing" "fBodyAccStdZ" 46
"5687" 16 "standing" "fBodyAccJerkMeanX" 47
"5688" 16 "standing" "fBodyAccJerkMeanY" 48
"5689" 16 "standing" "fBodyAccJerkMeanZ" 49
"5690" 16 "standing" "fBodyAccJerkStdX" 50
"5691" 16 "standing" "fBodyAccJerkStdY" 51
"5692" 16 "standing" "fBodyAccJerkStdZ" 52
"5693" 16 "standing" "fBodyGyroMeanX" 53
"5694" 16 "standing" "fBodyGyroMeanY" 54
"5695" 16 "standing" "fBodyGyroMeanZ" 55
"5696" 16 "standing" "fBodyGyroStdX" 56
"5697" 16 "standing" "fBodyGyroStdY" 57
"5698" 16 "standing" "fBodyGyroStdZ" 58
"5699" 16 "standing" "fBodyAccMagMean" 59
"5700" 16 "standing" "fBodyAccMagStd" 60
"5701" 16 "laying" "tBodyAccMeanX" 1
"5702" 16 "laying" "tBodyAccMeanY" 2
"5703" 16 "laying" "tBodyAccMeanZ" 3
"5704" 16 "laying" "tBodyAccStdX" 4
"5705" 16 "laying" "tBodyAccStdY" 5
"5706" 16 "laying" "tBodyAccStdZ" 6
"5707" 16 "laying" "tGravityAccMeanX" 7
"5708" 16 "laying" "tGravityAccMeanY" 8
"5709" 16 "laying" "tGravityAccMeanZ" 9
"5710" 16 "laying" "tGravityAccStdX" 10
"5711" 16 "laying" "tGravityAccStdY" 11
"5712" 16 "laying" "tGravityAccStdZ" 12
"5713" 16 "laying" "tBodyAccJerkMeanX" 13
"5714" 16 "laying" "tBodyAccJerkMeanY" 14
"5715" 16 "laying" "tBodyAccJerkMeanZ" 15
"5716" 16 "laying" "tBodyAccJerkStdX" 16
"5717" 16 "laying" "tBodyAccJerkStdY" 17
"5718" 16 "laying" "tBodyAccJerkStdZ" 18
"5719" 16 "laying" "tBodyGyroMeanX" 19
"5720" 16 "laying" "tBodyGyroMeanY" 20
"5721" 16 "laying" "tBodyGyroMeanZ" 21
"5722" 16 "laying" "tBodyGyroStdX" 22
"5723" 16 "laying" "tBodyGyroStdY" 23
"5724" 16 "laying" "tBodyGyroStdZ" 24
"5725" 16 "laying" "tBodyGyroJerkMeanX" 25
"5726" 16 "laying" "tBodyGyroJerkMeanY" 26
"5727" 16 "laying" "tBodyGyroJerkMeanZ" 27
"5728" 16 "laying" "tBodyGyroJerkStdX" 28
"5729" 16 "laying" "tBodyGyroJerkStdY" 29
"5730" 16 "laying" "tBodyGyroJerkStdZ" 30
"5731" 16 "laying" "tBodyAccMagMean" 31
"5732" 16 "laying" "tBodyAccMagStd" 32
"5733" 16 "laying" "tGravityAccMagMean" 33
"5734" 16 "laying" "tGravityAccMagStd" 34
"5735" 16 "laying" "tBodyAccJerkMagMean" 35
"5736" 16 "laying" "tBodyAccJerkMagStd" 36
"5737" 16 "laying" "tBodyGyroMagMean" 37
"5738" 16 "laying" "tBodyGyroMagStd" 38
"5739" 16 "laying" "tBodyGyroJerkMagMean" 39
"5740" 16 "laying" "tBodyGyroJerkMagStd" 40
"5741" 16 "laying" "fBodyAccMeanX" 41
"5742" 16 "laying" "fBodyAccMeanY" 42
"5743" 16 "laying" "fBodyAccMeanZ" 43
"5744" 16 "laying" "fBodyAccStdX" 44
"5745" 16 "laying" "fBodyAccStdY" 45
"5746" 16 "laying" "fBodyAccStdZ" 46
"5747" 16 "laying" "fBodyAccJerkMeanX" 47
"5748" 16 "laying" "fBodyAccJerkMeanY" 48
"5749" 16 "laying" "fBodyAccJerkMeanZ" 49
"5750" 16 "laying" "fBodyAccJerkStdX" 50
"5751" 16 "laying" "fBodyAccJerkStdY" 51
"5752" 16 "laying" "fBodyAccJerkStdZ" 52
"5753" 16 "laying" "fBodyGyroMeanX" 53
"5754" 16 "laying" "fBodyGyroMeanY" 54
"5755" 16 "laying" "fBodyGyroMeanZ" 55
"5756" 16 "laying" "fBodyGyroStdX" 56
"5757" 16 "laying" "fBodyGyroStdY" 57
"5758" 16 "laying" "fBodyGyroStdZ" 58
"5759" 16 "laying" "fBodyAccMagMean" 59
"5760" 16 "laying" "fBodyAccMagStd" 60
"5761" 17 "walking" "tBodyAccMeanX" 1
"5762" 17 "walking" "tBodyAccMeanY" 2
"5763" 17 "walking" "tBodyAccMeanZ" 3
"5764" 17 "walking" "tBodyAccStdX" 4
"5765" 17 "walking" "tBodyAccStdY" 5
"5766" 17 "walking" "tBodyAccStdZ" 6
"5767" 17 "walking" "tGravityAccMeanX" 7
"5768" 17 "walking" "tGravityAccMeanY" 8
"5769" 17 "walking" "tGravityAccMeanZ" 9
"5770" 17 "walking" "tGravityAccStdX" 10
"5771" 17 "walking" "tGravityAccStdY" 11
"5772" 17 "walking" "tGravityAccStdZ" 12
"5773" 17 "walking" "tBodyAccJerkMeanX" 13
"5774" 17 "walking" "tBodyAccJerkMeanY" 14
"5775" 17 "walking" "tBodyAccJerkMeanZ" 15
"5776" 17 "walking" "tBodyAccJerkStdX" 16
"5777" 17 "walking" "tBodyAccJerkStdY" 17
"5778" 17 "walking" "tBodyAccJerkStdZ" 18
"5779" 17 "walking" "tBodyGyroMeanX" 19
"5780" 17 "walking" "tBodyGyroMeanY" 20
"5781" 17 "walking" "tBodyGyroMeanZ" 21
"5782" 17 "walking" "tBodyGyroStdX" 22
"5783" 17 "walking" "tBodyGyroStdY" 23
"5784" 17 "walking" "tBodyGyroStdZ" 24
"5785" 17 "walking" "tBodyGyroJerkMeanX" 25
"5786" 17 "walking" "tBodyGyroJerkMeanY" 26
"5787" 17 "walking" "tBodyGyroJerkMeanZ" 27
"5788" 17 "walking" "tBodyGyroJerkStdX" 28
"5789" 17 "walking" "tBodyGyroJerkStdY" 29
"5790" 17 "walking" "tBodyGyroJerkStdZ" 30
"5791" 17 "walking" "tBodyAccMagMean" 31
"5792" 17 "walking" "tBodyAccMagStd" 32
"5793" 17 "walking" "tGravityAccMagMean" 33
"5794" 17 "walking" "tGravityAccMagStd" 34
"5795" 17 "walking" "tBodyAccJerkMagMean" 35
"5796" 17 "walking" "tBodyAccJerkMagStd" 36
"5797" 17 "walking" "tBodyGyroMagMean" 37
"5798" 17 "walking" "tBodyGyroMagStd" 38
"5799" 17 "walking" "tBodyGyroJerkMagMean" 39
"5800" 17 "walking" "tBodyGyroJerkMagStd" 40
"5801" 17 "walking" "fBodyAccMeanX" 41
"5802" 17 "walking" "fBodyAccMeanY" 42
"5803" 17 "walking" "fBodyAccMeanZ" 43
"5804" 17 "walking" "fBodyAccStdX" 44
"5805" 17 "walking" "fBodyAccStdY" 45
"5806" 17 "walking" "fBodyAccStdZ" 46
"5807" 17 "walking" "fBodyAccJerkMeanX" 47
"5808" 17 "walking" "fBodyAccJerkMeanY" 48
"5809" 17 "walking" "fBodyAccJerkMeanZ" 49
"5810" 17 "walking" "fBodyAccJerkStdX" 50
"5811" 17 "walking" "fBodyAccJerkStdY" 51
"5812" 17 "walking" "fBodyAccJerkStdZ" 52
"5813" 17 "walking" "fBodyGyroMeanX" 53
"5814" 17 "walking" "fBodyGyroMeanY" 54
"5815" 17 "walking" "fBodyGyroMeanZ" 55
"5816" 17 "walking" "fBodyGyroStdX" 56
"5817" 17 "walking" "fBodyGyroStdY" 57
